"case","stage","model","prescription","resultant","thetaIndex","theta","thetaDeg","value","unit","evidenceLevel"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",633,5.46401829070957,313.065187239944,-0.978280637209697,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",634,5.47273283343798,313.564493758669,-0.72756145471849,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",635,5.48144737616638,314.063800277393,-0.476623022453334,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",636,5.49016191889478,314.563106796117,-0.22554156680994,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",637,5.49778714378214,315,-0.0057879268556148,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",638,5.49887646162319,315.06241331484,0.0256066423704098,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",639,5.50759100435159,315.561719833564,0.276745314969101,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",640,5.51630554708,316.061026352288,0.527798163764299,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",641,5.5250200898084,316.560332871013,0.778688927604568,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",642,5.53373463253681,317.059639389736,1.02934139457416,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",643,5.54244917526521,317.55894590846,1.27967942514375,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",644,5.55116371799361,318.058252427184,1.52962697529881,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",645,5.55987826072202,318.557558945908,1.7791081196393,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",646,5.56859280345042,319.056865464632,2.028047074443,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",647,5.57730734617883,319.556171983356,2.27636822068618,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",648,5.58602188890723,320.05547850208,2.52399612701386,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",649,5.59473643163564,320.554785020804,2.77085557265331,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",650,5.60345097436404,321.054091539528,3.01687157026359,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",651,5.61216551709245,321.553398058252,3.26196938871393,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",652,5.62088005982085,322.052704576976,3.5060745757846,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",653,5.62959460254925,322.5520110957,3.74911298078291,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",654,5.63830914527766,323.051317614424,3.9910107770675,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",655,5.64702368800606,323.550624133148,4.23169448447443,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",656,5.65573823073447,324.049930651872,4.47109099163791,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",657,5.66445277346287,324.549237170596,4.70912757819887,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",658,5.67316731619128,325.04854368932,4.94573193689505,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",659,5.68188185891968,325.547850208044,5.1808321955253,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",660,5.69059640164809,326.047156726768,5.41435693878201,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",661,5.69931094437649,326.546463245492,5.64623522994436,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",662,5.70802548710489,327.045769764216,5.87639663242675,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",663,5.7167400298333,327.54507628294,6.10477123117477,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",664,5.7254545725617,328.044382801664,6.33128965390309,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",665,5.73416911529011,328.543689320388,6.55588309216817,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",666,5.74288365801851,329.042995839112,6.77848332227015,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",667,5.75159820074692,329.542302357836,6.99902272597665,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",668,5.76031274347532,330.04160887656,7.21743431106291,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",669,5.76902728620373,330.540915395284,7.43365173166164,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",670,5.77774182893213,331.040221914008,7.64760930841676,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",671,5.78645637166053,331.539528432732,7.8592420484343,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",672,5.79517091438894,332.038834951456,8.06848566502515,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",673,5.80388545711734,332.53814147018,8.27527659723301,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",674,5.81259999984575,333.037447988904,8.47955202914212,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",675,5.82131454257415,333.536754507628,8.68124990895852,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",676,5.83002908530256,334.036061026352,8.88030896785908,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",677,5.83874362803096,334.535367545076,9.0766687386031,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",678,5.84745817075936,335.0346740638,9.2702695739,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",679,5.85617271348777,335.533980582524,9.4610526645282,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",680,5.86488725621617,336.033287101248,9.64896005719909,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",681,5.87360179894458,336.532593619972,9.83393467216156,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",682,5.88231634167298,337.031900138696,10.0159203205407,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",683,5.89103088440139,337.53120665742,10.1948617214058,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",684,5.89974542712979,338.030513176144,10.3707045185633,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",685,5.9084599698582,338.529819694868,10.5433952970678,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",686,5.9171745125866,339.029126213592,10.712881599448,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",687,5.925889055315,339.528432732316,10.8791119416413,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",688,5.93460359804341,340.02773925104,11.0420358286329,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",689,5.94331814077181,340.527045769764,11.2016037697945,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",690,5.95203268350022,341.026352288488,11.3577672939179,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",691,5.96074722622862,341.525658807212,11.5104789639384,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",692,5.96946176895703,342.024965325936,11.6596923913454,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",693,5.97817631168543,342.52427184466,11.8053622502727,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",694,5.98689085441384,343.023578363384,11.9474442912675,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",695,5.99560539714224,343.522884882108,12.0858953547319,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",696,6.00431993987064,344.022191400832,12.2206733840327,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",697,6.01303448259905,344.521497919556,12.3517374382775,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",698,6.02174902532745,345.02080443828,12.4790477047505,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",699,6.03046356805586,345.520110957004,12.6025655110066,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",700,6.03917811078426,346.019417475728,12.7222533366186,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",701,6.04789265351267,346.518723994452,12.8380748245746,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",702,6.05660719624107,347.018030513176,12.9499947923222,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",703,6.06532173896948,347.5173370319,13.0579792424554,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",704,6.07403628169788,348.016643550624,13.1619953730421,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",705,6.08275082442628,348.515950069348,13.2620115875879,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",706,6.09146536715469,349.015256588072,13.3579975046345,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",707,6.10017990988309,349.514563106796,13.4499239669881,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",708,6.1088944526115,350.01386962552,13.5377630505766,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",709,6.1176089953399,350.513176144244,13.6214880729316,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",710,6.12632353806831,351.012482662968,13.7010736012942,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",711,6.13503808079671,351.511789181692,13.77649546034,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",712,6.14375262352512,352.011095700416,13.8477307395232,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",713,6.15246716625352,352.51040221914,13.9147578000356,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",714,6.16118170898192,353.009708737864,13.97755628138,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",715,6.16989625171033,353.509015256588,14.0361071075552,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",716,6.17861079443873,354.008321775312,14.09039249285,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",717,6.18732533716714,354.507628294036,14.1403959472464,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",718,6.19603987989554,355.00693481276,14.1861022814286,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",719,6.20475442262395,355.506241331484,14.227497611397,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",720,6.21346896535235,356.005547850208,14.2645693626853,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",721,6.22218350808075,356.504854368932,14.297306274181,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",722,6.23089805080916,357.004160887656,14.3256984015452,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",723,6.23961259353756,357.50346740638,14.3497371202341,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",724,6.24832713626597,358.002773925104,14.3694151281182,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",725,6.25704167899437,358.502080443828,14.3847264477011,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",726,6.26575622172278,359.001386962552,14.3956664279346,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","M",727,6.27447076445118,359.500693481276,14.4022317456321,"kN m/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",0,0,0,0,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",1,0.00871454272840442,0.499306518723994,-0.381968116974944,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",2,0.0174290854568088,0.998613037447989,-0.763820205278747,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",3,0.0261436281852133,1.49791955617198,-1.14544027148576,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",4,0.0348581709136177,1.99722607489598,-1.52671239265058,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",5,0.0435727136420221,2.49653259361997,-1.90752075152149,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",6,0.0522872563704265,2.99583911234397,-2.28774967172164,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",7,0.0610017990988309,3.49514563106796,-2.66728365288756,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",8,0.0697163418272354,3.99445214979196,-3.04600740575419,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",9,0.0784308845556398,4.49375866851595,-3.42380588717573,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",10,0.0871454272840442,4.99306518723994,-3.80056433507174,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",11,0.0958599700124486,5.49237170596394,-4.17616830328793,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",12,0.104574512740853,5.99167822468793,-4.55050369636092,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",13,0.113289055469257,6.49098474341193,-4.92345680417646,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",14,0.122003598197662,6.99029126213592,-5.29491433651064,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",15,0.130718140926066,7.48959778085992,-5.66476345744353,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",16,0.139432683654471,7.98890429958391,-6.03289181963482,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",17,0.148147226382875,8.4882108183079,-6.39918759845106,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",18,0.15686176911128,8.9875173370319,-6.76353952593407,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",19,0.165576311839684,9.4868238557559,-7.12583692460033,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",20,0.174290854568088,9.98613037447989,-7.48596974106095,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",21,0.183005397296493,10.4854368932039,-7.84382857945204,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",22,0.191719940024897,10.9847434119279,-8.19930473466544,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",23,0.200434482753302,11.4840499306519,-8.55229022536951,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",24,0.209149025481706,11.9833564493759,-8.90267782681015,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",25,0.21786356821011,12.4826629680999,-9.25036110338194,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",26,0.226578110938515,12.9819694868239,-9.59523444095961,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",27,0.235292653666919,13.4812760055479,-9.93719307897992,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",28,0.244007196395324,13.9805825242718,-10.2761331422643,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",29,0.252721739123728,14.4798890429958,-10.6119516725726,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",30,0.261436281852133,14.9791955617198,-10.944546659878,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",31,0.270150824580537,15.4785020804438,-11.2738170733545,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",32,0.278865367308941,15.9778085991678,-11.5996628920662,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",33,0.287579910037346,16.4771151178918,-11.9219851353504,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",34,0.29629445276575,16.9764216366158,-12.2406858928845,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",35,0.305008995494155,17.4757281553398,-12.5556683544277,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",36,0.313723538222559,17.9750346740638,-12.8668368392286,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",37,0.322438080950964,18.4743411927878,-13.1740968250896,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",38,0.331152623679368,18.9736477115118,-13.4773549770798,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",39,0.339867166407772,19.4729542302358,-13.7765191758865,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",40,0.348581709136177,19.9722607489598,-14.0714985457981,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",41,0.357296251864581,20.4715672676838,-14.3622034823089,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",42,0.366010794592986,20.9708737864078,-14.6485456793379,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",43,0.37472533732139,21.4701803051318,-14.9304381560531,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",44,0.383439880049794,21.9694868238558,-15.2077952832933,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",45,0.392154422778199,22.4687933425798,-15.4805328095791,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",46,0.400868965506603,22.9680998613037,-15.7485678867059,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",47,0.409583508235008,23.4674063800277,-16.01181909491,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",48,0.418298050963412,23.9667128987517,-16.2702064676011,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",49,0.427012593691816,24.4660194174757,-16.5236515156539,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",50,0.435727136420221,24.9653259361997,-16.7720772512495,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",51,0.444441679148625,25.4646324549237,-17.0154082112624,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",52,0.45315622187703,25.9639389736477,-17.2535704801831,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",53,0.461870764605434,26.4632454923717,-17.4864917125716,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",54,0.470585307333839,26.9625520110957,-17.7141011550327,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",55,0.479299850062243,27.4618585298197,-17.9363296677089,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",56,0.488014392790647,27.9611650485437,-18.1531097452828,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",57,0.496728935519052,28.4604715672677,-18.3643755374826,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",58,0.505443478247456,28.9597780859917,-18.5700628690852,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",59,0.514158020975861,29.4590846047157,-18.7701092594103,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",60,0.522872563704265,29.9583911234397,-18.9644539413002,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",61,0.53158710643267,30.4576976421637,-19.1530378795784,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",62,0.540301649161074,30.9570041608877,-19.3358037889827,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",63,0.549016191889478,31.4563106796117,-19.5126961515663,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",64,0.557730734617883,31.9556171983356,-19.6836612335622,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",65,0.566445277346287,32.4549237170596,-19.8486471017059,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",66,0.575159820074692,32.9542302357836,-20.0076036390107,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",67,0.583874362803096,33.4535367545076,-20.1604825599915,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",68,0.592588905531501,33.9528432732316,-20.3072374253325,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",69,0.601303448259905,34.4521497919556,-20.4478236559936,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",70,0.610017990988309,34.9514563106796,-20.5821985467519,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",71,0.618732533716714,35.4507628294036,-20.7103212791745,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",72,0.627447076445118,35.9500693481276,-20.8321529340172,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",73,0.636161619173523,36.4493758668516,-20.9476565030472,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",74,0.644876161901927,36.9486823855756,-21.0567969002847,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",75,0.653590704630331,37.4479889042996,-21.1595409726608,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","Q",76,0.662305247358736,37.9472954230236,-21.2558575100887,"kN/m","DE"
